Fixed/Offset Slit,1.9999765,1.9999765,1.9999765,1.9999765,1.9999765,2.00,2.00,2.00,1.9999765,1.9999765,1.9999765,1.9999765,1.9999765,1.9999765,1.9999765,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,
Detector,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,Visible PMT-980,

719.00,1.25224915E+3,1.09238745E+3,1.18119946E+3,1.24336792E+3,1.26113037E+3,1.43875427E+3,1.28777393E+3,1.34106116E+3,1.79400232E+3,1.85617065E+3,1.54532874E+3,1.64302197E+3,1.58085352E+3,1.52756628E+3,1.45651660E+3,2.01603223E+3,1.60749707E+3,1.70519031E+3,1.90057666E+3,1.98938855E+3,1.89169531E+3,1.74071509E+3,1.70519031E+3,1.62525952E+3,1.76735864E+3,1.74959619E+3,1.79400220E+3,1.75847754E+3,2.11372534E+3,1.72295264E+3,1.74071509E+3,1.58973462E+3,1.58973474E+3,1.69630908E+3,
719.500,1.25039185E+3,1.06283301E+3,1.14321533E+3,1.35756824E+3,1.34863696E+3,1.33970557E+3,1.31291138E+3,1.33077417E+3,1.49153882E+3,1.60764661E+3,1.50940161E+3,1.54512708E+3,1.67016626E+3,1.67909753E+3,1.65230347E+3,1.67016626E+3,1.77734265E+3,1.90238184E+3,1.74161719E+3,1.46474475E+3,1.92024463E+3,2.10780347E+3,1.95596997E+3,2.00955835E+3,1.75054858E+3,1.98276416E+3,1.68802905E+3,1.49153882E+3,1.68802905E+3,2.10780322E+3,1.58978394E+3,1.68802893E+3,1.75054858E+3,1.58085254E+3,
720.00,1.09574463E+3,1.20352283E+3,1.14963379E+3,1.14963379E+3,1.43704224E+3,1.24843042E+3,1.22148584E+3,1.22148584E+3,1.41907910E+3,1.26639343E+3,1.55380176E+3,1.64361707E+3,1.58074634E+3,1.43704224E+3,1.51787585E+3,1.76935828E+3,1.78732129E+3,1.43704224E+3,1.81426575E+3,1.67954297E+3,1.69750610E+3,1.81426563E+3,1.82324719E+3,1.83222888E+3,1.85019189E+3,1.85019189E+3,1.66157996E+3,1.67056152E+3,1.68852466E+3,1.60769092E+3,1.55380200E+3,1.74241370E+3,1.67056152E+3,1.50889429E+3,
720.500,1.19226318E+3,1.09290784E+3,1.28258618E+3,1.31871533E+3,1.46323218E+3,1.34581226E+3,1.30065076E+3,1.48129675E+3,1.24645691E+3,1.55355518E+3,1.55355505E+3,1.52645825E+3,1.91484692E+3,1.44516760E+3,1.63484570E+3,1.60774890E+3,1.92387915E+3,1.51742590E+3,1.90581458E+3,1.64387793E+3,1.77033032E+3,1.74323328E+3,1.77033032E+3,1.86968542E+3,1.75226563E+3,1.93291150E+3,1.71613635E+3,1.74323328E+3,1.52645813E+3,1.73420105E+3,1.65291028E+3,1.67097485E+3,1.79742712E+3,1.24645703E+3,
721.00,9.26537354E+2,1.09004395E+3,1.14454614E+3,1.20813196E+3,1.19904834E+3,1.25355054E+3,1.41705713E+3,1.58964746E+3,1.22629944E+3,1.35347131E+3,1.68048438E+3,1.33530383E+3,1.59873108E+3,1.68956812E+3,1.82582373E+3,1.60781482E+3,1.52606152E+3,1.43522461E+3,1.59873108E+3,1.78040503E+3,1.66231702E+3,1.69865186E+3,1.77132153E+3,2.08016724E+3,1.78948889E+3,1.82582361E+3,1.70773560E+3,1.77132129E+3,1.57147998E+3,1.70773560E+3,1.78948877E+3,1.84399097E+3,1.59873120E+3,1.43522449E+3,
721.500,9.40975220E+2,1.19677429E+3,1.15109595E+3,1.06887476E+3,1.16936731E+3,1.26985986E+3,1.18763867E+3,1.34294519E+3,1.32467383E+3,1.37035229E+3,1.36121655E+3,1.72664392E+3,1.40689502E+3,1.30640247E+3,1.71750830E+3,1.58960864E+3,1.47998047E+3,1.38862366E+3,1.53479456E+3,1.31553821E+3,1.84540771E+3,1.58047302E+3,1.83627209E+3,1.57133740E+3,1.43430200E+3,1.80886499E+3,1.38862366E+3,1.73577954E+3,1.63528711E+3,1.53479456E+3,1.50738745E+3,1.47998047E+3,1.57133728E+3,1.16023157E+3,
722.00,9.55641602E+2,9.64830505E+2,1.22211865E+3,1.13022998E+3,1.12104114E+3,1.50697339E+3,1.34157385E+3,1.20374097E+3,1.35995154E+3,1.36914038E+3,1.56210669E+3,1.41508472E+3,1.50697339E+3,1.46102905E+3,1.58967310E+3,1.65399512E+3,1.63561743E+3,1.64480627E+3,1.53454004E+3,2.00317200E+3,1.87452783E+3,1.78263916E+3,1.60805078E+3,1.69075073E+3,1.29562952E+3,1.96641650E+3,1.60805078E+3,1.67237280E+3,1.62642847E+3,1.86533899E+3,1.47021777E+3,1.85615015E+3,1.47940674E+3,1.35076270E+3,
722.500,9.05890808E+2,9.33622192E+2,1.34959253E+3,1.21093579E+3,1.24791089E+3,1.26639844E+3,1.38656763E+3,1.49749304E+3,1.19244812E+3,1.41429895E+3,1.39581128E+3,1.34034863E+3,1.58993091E+3,1.63614978E+3,1.55295569E+3,1.56219946E+3,1.97816980E+3,1.49749304E+3,1.78405029E+3,1.71010010E+3,1.49749304E+3,1.62690601E+3,1.51598059E+3,1.62690601E+3,1.76556274E+3,1.95968225E+3,1.60841846E+3,1.49749304E+3,1.52522437E+3,1.74707520E+3,1.72858765E+3,1.66388110E+3,1.83951294E+3,1.46051782E+3,
723.00,9.67182739E+2,1.00438208E+3,1.16247925E+3,1.12527979E+3,1.29267688E+3,1.19037878E+3,1.08808057E+3,1.31127649E+3,1.32987622E+3,1.31127649E+3,1.42287451E+3,1.46007385E+3,1.40427490E+3,1.53447241E+3,1.28337695E+3,1.70186963E+3,1.78556799E+3,1.60887109E+3,1.55307227E+3,1.50657300E+3,1.59027148E+3,1.65537036E+3,1.48797339E+3,1.44147412E+3,1.70186963E+3,1.56237207E+3,1.40427490E+3,1.65537036E+3,1.39497510E+3,1.69256958E+3,1.56237207E+3,1.51587280E+3,1.25547754E+3,1.59957129E+3,
723.500,1.16017529E+3,1.12275024E+3,1.04790015E+3,9.63693970E+2,1.07596899E+3,1.23502527E+3,1.29116284E+3,1.42215039E+3,1.36601282E+3,1.34730029E+3,1.36601270E+3,1.37536902E+3,1.06661279E+3,1.44086279E+3,1.46893164E+3,1.48764404E+3,1.42215039E+3,1.59056287E+3,1.74026282E+3,1.71219409E+3,1.50635657E+3,1.50635657E+3,1.78704419E+3,1.88996289E+3,1.56249414E+3,1.60927527E+3,1.49700024E+3,1.34730029E+3,1.52506909E+3,1.37536902E+3,1.46893164E+3,1.51571289E+3,1.35665649E+3,1.20695642E+3,
724.00,8.75394531E+2,1.02600012E+3,1.06365149E+3,1.14836707E+3,1.20484412E+3,1.35544971E+3,1.19543140E+3,1.23308264E+3,1.45899097E+3,1.29897266E+3,1.27073413E+3,1.55311938E+3,1.44957813E+3,1.52488086E+3,1.71313782E+3,1.73196362E+3,1.80726636E+3,1.72255054E+3,1.41192676E+3,1.60959644E+3,1.28014685E+3,1.68489917E+3,1.53429370E+3,1.59077087E+3,1.51546802E+3,1.64724780E+3,1.44957813E+3,1.42133960E+3,1.30838550E+3,1.52488086E+3,1.60018372E+3,1.61900928E+3,1.20484412E+3,1.15777991E+3,
724.500,9.18553589E+2,9.46962463E+2,8.23857422E+2,1.33521704E+3,1.21211194E+3,1.24052075E+3,1.03218909E+3,1.23105127E+3,1.25946008E+3,1.16476392E+3,1.48673108E+3,1.28786902E+3,1.16476392E+3,1.60983630E+3,1.25946008E+3,1.62877539E+3,1.52460962E+3,1.47726147E+3,1.64771472E+3,1.28786902E+3,1.72347168E+3,1.52460962E+3,1.57195776E+3,1.77081982E+3,1.72347180E+3,1.71400208E+3,1.45832227E+3,1.59089697E+3,1.39203491E+3,1.45832227E+3,1.35415637E+3,1.45832227E+3,1.46779175E+3,1.34468677E+3,
725.00,9.24120056E+2,9.52701172E+2,1.07655225E+3,9.71755188E+2,9.52701172E+2,1.12418726E+3,1.16229541E+3,1.33378162E+3,1.30520056E+3,1.34330859E+3,1.36236267E+3,1.36236267E+3,1.08607935E+3,1.40047070E+3,1.49574084E+3,1.58148389E+3,1.56242993E+3,1.29567358E+3,1.51479480E+3,1.37188965E+3,1.76249707E+3,1.61006494E+3,1.44810571E+3,1.35283557E+3,1.49574072E+3,1.34330859E+3,1.44810571E+3,1.44810571E+3,1.24803857E+3,1.31472754E+3,1.16229541E+3,1.41952466E+3,1.26709253E+3,1.15276843E+3,
725.500,1.04480676E+3,9.10611450E+2,1.13107520E+3,1.06397754E+3,1.12148987E+3,1.15024597E+3,1.19817285E+3,1.11190454E+3,1.12148987E+3,1.28444128E+3,1.29402686E+3,1.40905127E+3,1.36112451E+3,1.30361218E+3,1.47614905E+3,1.62951514E+3,1.50490515E+3,1.61034436E+3,1.57200281E+3,1.50490515E+3,1.28444141E+3,1.40905127E+3,1.38988062E+3,1.43780737E+3,1.67744202E+3,1.47614905E+3,1.31319751E+3,1.70619824E+3,1.39946594E+3,1.50490527E+3,1.59117358E+3,1.19817285E+3,1.43780750E+3,1.38029517E+3,
726.00,9.45169434E+2,8.48723572E+2,8.39079041E+2,9.64458618E+2,1.06090454E+3,9.93392456E+2,1.36953125E+3,1.14770581E+3,1.20557324E+3,1.24415161E+3,1.20557336E+3,1.32130835E+3,1.35024207E+3,1.22486255E+3,1.49491089E+3,1.43704346E+3,1.42739880E+3,1.57206763E+3,1.37917578E+3,1.46597717E+3,1.46597717E+3,1.33095288E+3,1.44668799E+3,1.43704333E+3,1.62993506E+3,1.55277832E+3,1.46597705E+3,1.36953125E+3,1.49491089E+3,1.42739880E+3,1.31166382E+3,1.02232617E+3,1.31166370E+3,1.35024207E+3,
726.500,1.00925592E+3,1.19363928E+3,9.99551514E+2,1.02866479E+3,1.09659546E+3,9.89847168E+2,9.02507690E+2,1.31009192E+3,1.02866467E+3,1.20334363E+3,1.46536194E+3,1.28097876E+3,1.34890942E+3,1.32950073E+3,1.58181458E+3,1.28097876E+3,1.59151904E+3,1.44595325E+3,1.46536206E+3,1.33920508E+3,1.67885840E+3,1.67885852E+3,1.31979614E+3,1.31979626E+3,1.48477075E+3,1.48477075E+3,1.57211011E+3,1.34890942E+3,1.47506641E+3,1.51388403E+3,1.64974524E+3,1.43624890E+3,1.31009192E+3,1.22275244E+3,
727.00,7.61665100E+2,1.03508337E+3,8.98374268E+2,1.15226270E+3,1.18155750E+3,9.86258667E+2,1.12296790E+3,1.09367310E+3,1.11320288E+3,1.37685620E+3,1.14249768E+3,1.46474060E+3,1.35732629E+3,1.55262500E+3,1.34756140E+3,1.41591602E+3,1.60144971E+3,1.36709131E+3,1.65027441E+3,1.66003931E+3,1.31826660E+3,1.54286011E+3,1.49403540E+3,1.51356543E+3,1.84557324E+3,1.35732629E+3,1.56239001E+3,1.27920679E+3,1.40615100E+3,1.56239001E+3,1.66980420E+3,1.26944189E+3,1.55262500E+3,1.19132239E+3,
727.500,1.09072888E+3,8.35242798E+2,1.04159692E+3,1.01211780E+3,1.03177051E+3,1.00229138E+3,9.53159424E+2,1.07107605E+3,1.17916626E+3,1.43465247E+3,1.32656213E+3,1.20864551E+3,1.31673584E+3,1.27743018E+3,1.69996484E+3,1.44447876E+3,1.39534692E+3,1.59187451E+3,1.58204822E+3,1.46413159E+3,1.46413159E+3,1.42482593E+3,1.39534692E+3,1.44447876E+3,1.44447876E+3,1.49361060E+3,1.24795105E+3,1.64100659E+3,1.35604126E+3,1.29708301E+3,1.33638855E+3,1.23812463E+3,1.22829822E+3,1.28725659E+3,
728.00,7.81179688E+2,1.23604370E+3,9.49281616E+2,1.03827673E+3,1.14704858E+3,1.02838843E+3,9.69058289E+2,1.01850000E+3,1.27559717E+3,1.11738354E+3,1.29537378E+3,1.23604370E+3,1.28548560E+3,1.27559717E+3,1.46347583E+3,1.44369897E+3,1.12727185E+3,1.29537378E+3,1.51291748E+3,1.75023792E+3,1.61180103E+3,1.51291760E+3,1.65135449E+3,1.31515051E+3,1.55247095E+3,1.23604370E+3,1.40414575E+3,1.52280591E+3,1.44369910E+3,1.22615540E+3,1.14704858E+3,1.23604370E+3,1.36459229E+3,1.40414563E+3,
728.500,8.35830811E+2,9.55235168E+2,9.25384033E+2,1.14429224E+3,9.55235107E+2,1.03483813E+3,9.25384033E+2,1.23384546E+3,1.01493738E+3,1.21394470E+3,1.27364697E+3,1.16419287E+3,1.42290247E+3,1.41295203E+3,1.28359729E+3,1.28359729E+3,1.16419287E+3,1.38310095E+3,1.48260461E+3,1.33334912E+3,1.35324988E+3,1.40300171E+3,1.22389502E+3,1.31344836E+3,1.17414319E+3,1.39305127E+3,1.30349805E+3,1.38310095E+3,1.44280310E+3,1.39305139E+3,1.31344836E+3,1.24379578E+3,1.35324988E+3,1.00498694E+3,
729.00,8.61052734E+2,9.71187439E+2,9.41150696E+2,1.11135889E+3,1.03126099E+3,1.09133435E+3,1.00122412E+3,1.11135889E+3,9.61175171E+2,1.18144458E+3,1.13138330E+3,1.28156689E+3,1.00122418E+3,1.19145679E+3,1.36166479E+3,1.18144458E+3,1.41172607E+3,1.50183643E+3,1.29157922E+3,1.23150574E+3,1.34164038E+3,1.59194653E+3,1.22149353E+3,1.48181177E+3,1.49182410E+3,1.62198315E+3,1.44176282E+3,1.54188525E+3,1.34164038E+3,1.54188525E+3,1.23150574E+3,1.48181177E+3,1.48181177E+3,1.38168945E+3,
729.500,8.96582458E+2,9.97322083E+2,7.35399109E+2,9.36878235E+2,1.12828357E+3,8.86508423E+2,1.13835742E+3,1.19880127E+3,9.06656372E+2,1.14843140E+3,1.16857935E+3,1.07791370E+3,1.45065027E+3,1.33983667E+3,1.52116797E+3,1.37005859E+3,1.39020654E+3,1.44057629E+3,1.29954077E+3,1.44057629E+3,1.41035449E+3,1.42042847E+3,1.09806165E+3,1.35998462E+3,1.30961475E+3,1.20887524E+3,1.46072424E+3,1.59168579E+3,1.34991064E+3,1.42042834E+3,1.47079810E+3,1.58161182E+3,1.20887524E+3,1.20887524E+3,
730.00,1.09468848E+3,1.07441650E+3,7.19656372E+2,9.22376465E+2,1.09468860E+3,1.06428052E+3,1.18591260E+3,1.13523254E+3,8.61560486E+2,1.22645667E+3,1.10482458E+3,1.14536865E+3,1.26700073E+3,1.30754468E+3,1.45958472E+3,1.12509668E+3,1.21632068E+3,1.43931274E+3,1.32781665E+3,1.30754468E+3,1.33795264E+3,1.04400854E+3,1.27713660E+3,1.48999280E+3,1.60148889E+3,1.16564063E+3,1.28727271E+3,1.43931274E+3,1.17577661E+3,1.37849658E+3,1.33795264E+3,1.28727271E+3,1.05414453E+3,1.34808875E+3,
730.500,7.24124146E+2,7.24124268E+2,9.58699585E+2,9.38301758E+2,1.16267834E+3,1.00969434E+3,1.10148474E+3,1.14228040E+3,1.13208154E+3,9.68898682E+2,1.00969434E+3,1.26466772E+3,1.17287720E+3,1.24426978E+3,1.25446875E+3,1.28506543E+3,1.44824841E+3,1.35645801E+3,1.32586133E+3,1.44824841E+3,1.34625903E+3,1.34625903E+3,1.29526440E+3,1.15247937E+3,1.18307617E+3,1.46864624E+3,1.36665698E+3,1.31566223E+3,1.30546338E+3,1.66242603E+3,1.52983984E+3,1.16267834E+3,1.17287720E+3,9.99495361E+2,
731.00,8.51829468E+2,8.21040466E+2,1.14945654E+3,8.51829468E+2,8.92881470E+2,1.24182373E+3,8.92881470E+2,1.15971960E+3,1.14945654E+3,1.11866760E+3,1.06735254E+3,1.31366479E+3,1.00577454E+3,1.20077173E+3,1.23156067E+3,1.32392773E+3,1.26234961E+3,1.35471680E+3,1.29313867E+3,1.13919360E+3,1.15971960E+3,1.50866187E+3,1.37524268E+3,1.15971960E+3,1.27261267E+3,1.12893066E+3,1.21103467E+3,1.46760974E+3,1.23156067E+3,1.45734680E+3,1.24182373E+3,9.23670471E+2,1.26234961E+3,1.12893066E+3,
731.500,9.50215210E+2,7.43646729E+2,9.50215271E+2,9.50215210E+2,9.19229919E+2,1.17744067E+3,1.02251428E+3,9.19229980E+2,1.07415637E+3,1.21875439E+3,1.11547009E+3,1.22908276E+3,1.18776904E+3,1.37368066E+3,1.19809753E+3,1.33236694E+3,1.34269543E+3,1.27039648E+3,1.30138184E+3,1.29105334E+3,1.31171021E+3,1.16711218E+3,1.26006812E+3,1.26006799E+3,1.33236707E+3,1.21875439E+3,1.31171021E+3,1.22908276E+3,1.38400916E+3,1.28072485E+3,1.11547009E+3,1.16711218E+3,1.13612695E+3,1.14645532E+3,
732.00,8.00448364E+2,8.94007263E+2,9.66775269E+2,9.45984436E+2,1.06033423E+3,1.04993872E+3,8.42030151E+2,1.12270679E+3,9.77170776E+2,1.23705652E+3,1.07072961E+3,9.45984497E+2,1.27863831E+3,1.20587036E+3,1.20587024E+3,1.25784741E+3,1.37219727E+3,1.20587036E+3,1.40338354E+3,1.22666113E+3,1.27863831E+3,1.51773328E+3,1.26824292E+3,1.22666113E+3,1.20587036E+3,1.38259265E+3,1.19547485E+3,1.24745203E+3,1.21626575E+3,1.19547485E+3,1.20587024E+3,1.04993872E+3,1.25784741E+3,1.13310229E+3,
732.500,9.73171997E+2,8.05744507E+2,1.02549304E+3,8.68529846E+2,1.06734998E+3,1.13013525E+3,9.10386719E+2,9.94100464E+2,9.94100464E+2,1.05688574E+3,1.04642151E+3,1.22431323E+3,1.09874255E+3,1.19292041E+3,1.16152783E+3,1.25570581E+3,1.47545435E+3,1.54870386E+3,1.25570581E+3,1.24524158E+3,1.21384900E+3,1.24524158E+3,1.28709839E+3,1.22431323E+3,1.40220483E+3,1.31849109E+3,1.04642151E+3,1.16152783E+3,1.25570581E+3,1.53823950E+3,1.16152783E+3,1.24524158E+3,1.09874255E+3,1.22431323E+3,
733.00,7.69036011E+2,6.63688599E+2,6.84758057E+2,9.05987549E+2,8.63848633E+2,8.74383362E+2,1.11668237E+3,9.16522278E+2,1.16935596E+3,1.14828662E+3,1.00080023E+3,1.25363403E+3,1.17989087E+3,1.34844666E+3,1.07454346E+3,1.28523816E+3,1.28523816E+3,1.14828662E+3,1.33791187E+3,1.29577295E+3,1.21149512E+3,1.25363391E+3,1.22202979E+3,1.17989087E+3,1.30630774E+3,1.14828650E+3,1.38005078E+3,1.15882129E+3,1.24309924E+3,1.38005078E+3,1.15882129E+3,1.33791187E+3,8.84918091E+2,1.03240442E+3,
733.500,8.59151855E+2,8.90972290E+2,9.01579102E+2,8.80365479E+2,1.02886084E+3,9.33399536E+2,8.80365479E+2,1.02886084E+3,1.21978345E+3,1.03946765E+3,8.27331421E+2,1.11371533E+3,9.33399536E+2,1.14553577E+3,1.08189490E+3,1.08189490E+3,1.08189490E+3,1.10310852E+3,1.01825403E+3,1.21978345E+3,1.29403113E+3,1.29403125E+3,1.25160400E+3,1.32585156E+3,1.41070605E+3,1.08189490E+3,1.16674939E+3,1.18796301E+3,1.17735620E+3,1.33645850E+3,1.30463794E+3,1.23039038E+3,1.02886084E+3,1.11371533E+3,
734.00,8.00986328E+2,7.47587219E+2,7.58267029E+2,8.86424805E+2,8.75745117E+2,8.00986328E+2,9.61183533E+2,1.06798169E+3,1.12138086E+3,1.02526245E+3,1.13206067E+3,9.82543213E+2,1.18545972E+3,1.13206067E+3,1.29225781E+3,1.31361755E+3,1.15342029E+3,1.27089819E+3,1.29225781E+3,1.00390283E+3,1.32429736E+3,1.15342017E+3,1.28157800E+3,1.37769653E+3,1.17477991E+3,1.34565698E+3,1.20681934E+3,1.27089819E+3,1.26021838E+3,1.21749915E+3,1.29225793E+3,9.29144104E+2,1.13206067E+3,1.05730200E+3,
734.500,8.27982056E+2,8.81747070E+2,8.17229065E+2,9.67771240E+2,9.89277222E+2,7.95722961E+2,7.52710938E+2,9.57018188E+2,1.00003027E+3,9.46265259E+2,1.03228931E+3,1.09680737E+3,1.37638574E+3,1.35487976E+3,1.22584351E+3,1.19358447E+3,1.19358447E+3,1.21509045E+3,1.26885559E+3,1.04304236E+3,1.36563269E+3,1.21509045E+3,1.04304224E+3,1.23659656E+3,1.39789172E+3,1.03228931E+3,1.19358447E+3,1.11831348E+3,1.25810254E+3,1.29036157E+3,1.03228931E+3,1.05379541E+3,1.24734961E+3,1.09680737E+3,
735.00,7.79445435E+2,8.76876099E+2,8.66050415E+2,7.90271057E+2,7.25317261E+2,9.63481079E+2,9.41829895E+2,9.20178589E+2,7.79445435E+2,1.06091187E+3,1.35320386E+3,1.28825000E+3,1.06091187E+3,1.03926050E+3,1.03926050E+3,9.74306763E+2,1.05008618E+3,1.20164502E+3,9.95958008E+2,1.08256299E+3,1.23412195E+3,1.26659875E+3,1.07173743E+3,1.50476270E+3,1.20164502E+3,1.33155261E+3,1.28825000E+3,1.03926062E+3,1.12586560E+3,1.16916809E+3,1.13669116E+3,1.08256299E+3,1.09338867E+3,9.41829895E+2,
735.500,8.39071167E+2,7.84585999E+2,8.49968201E+2,8.39071167E+2,8.82659302E+2,9.80732605E+2,1.04611475E+3,1.00252655E+3,1.06790881E+3,9.80732544E+2,8.06380127E+2,1.40571667E+3,1.25315820E+3,1.15508496E+3,1.25315833E+3,1.18777612E+3,1.15508496E+3,1.06790881E+3,9.91629578E+2,1.19867310E+3,1.29674634E+3,1.14418799E+3,1.22046729E+3,1.35123145E+3,1.23136426E+3,1.11149683E+3,1.04611475E+3,1.28584937E+3,1.03521765E+3,9.80732544E+2,9.80732544E+2,1.01342365E+3,1.04611475E+3,9.48041504E+2,
736.00,8.00602600E+2,7.23832520E+2,7.78668335E+2,7.12865356E+2,9.32208496E+2,1.07478162E+3,1.00897864E+3,1.03091296E+3,9.65109985E+2,1.07478162E+3,1.17348608E+3,8.99307068E+2,1.08574878E+3,7.56734009E+2,1.14058459E+3,1.09671594E+3,1.06381445E+3,9.76077148E+2,1.10768311E+3,1.12961743E+3,1.04188013E+3,1.08574878E+3,1.06381445E+3,9.98011475E+2,1.64507397E+3,1.23928906E+3,1.15155176E+3,1.26122339E+3,1.05284729E+3,1.19542041E+3,1.06381445E+3,1.10768311E+3,1.01994580E+3,8.77372742E+2,
736.500,8.49795105E+2,6.62177979E+2,6.73214294E+2,9.27049194E+2,8.93940308E+2,9.04976563E+2,8.93940308E+2,9.04976563E+2,1.05948474E+3,1.00430334E+3,9.38085449E+2,1.04844849E+3,1.05948486E+3,1.08155737E+3,1.21399292E+3,1.19192041E+3,9.71194458E+2,1.32435596E+3,1.16984778E+3,1.10363000E+3,1.24710181E+3,1.10362988E+3,1.25813818E+3,1.32435596E+3,1.35746484E+3,1.19192041E+3,1.11466626E+3,1.28021069E+3,1.16984778E+3,1.21399304E+3,9.04976624E+2,9.82230713E+2,9.16012939E+2,9.71194397E+2,
737.00,8.10697388E+2,6.66326660E+2,7.99591980E+2,7.77381104E+2,9.32857300E+2,9.21751831E+2,9.99489990E+2,1.06612256E+3,9.10646362E+2,1.05501721E+3,1.18828247E+3,1.17717700E+3,1.05501709E+3,8.66224609E+2,1.05501721E+3,1.07722803E+3,1.21049341E+3,1.33265320E+3,1.03280627E+3,1.19938794E+3,1.31044238E+3,1.14386072E+3,9.99489929E+2,1.15496606E+3,1.22159888E+3,1.22159888E+3,1.22159888E+3,9.43962646E+2,1.06612256E+3,1.11054443E+3,1.13275525E+3,1.13275525E+3,1.18828247E+3,9.32857239E+2,
737.500,7.82294922E+2,7.48767944E+2,8.38173096E+2,8.38173096E+2,8.71700012E+2,9.16402588E+2,7.82294861E+2,8.71700073E+2,9.49929443E+2,8.38173096E+2,8.94051270E+2,1.07286157E+3,9.61105103E+2,1.08403723E+3,1.24049609E+3,1.08403711E+3,1.37460388E+3,1.11756409E+3,8.82875610E+2,1.25167175E+3,1.47518457E+3,1.11756421E+3,1.01698328E+3,8.71700012E+2,1.13991541E+3,1.27402307E+3,1.24049622E+3,1.25167188E+3,1.16226660E+3,1.34107690E+3,1.16226672E+3,9.05226868E+2,1.28519873E+3,9.61105103E+2,
738.00,6.52347168E+2,8.32304932E+2,6.74841858E+2,9.44778687E+2,8.32304993E+2,6.86089233E+2,9.67273438E+2,8.77294434E+2,8.54799744E+2,1.04600488E+3,8.09810242E+2,8.99789185E+2,1.14723120E+3,8.54799683E+2,1.04600488E+3,9.44778625E+2,1.29344702E+3,1.05725232E+3,1.12473657E+3,9.78520752E+2,1.33843640E+3,1.02351013E+3,1.14723120E+3,9.56026001E+2,1.29344702E+3,1.27095227E+3,8.77294434E+2,1.10224170E+3,1.29344702E+3,1.16972595E+3,1.11348914E+3,9.78520691E+2,8.99789185E+2,6.52347168E+2,
738.500,9.28314697E+2,8.15105530E+2,8.03784668E+2,8.37747437E+2,8.49068298E+2,8.26426514E+2,9.28314697E+2,7.24538269E+2,1.04152380E+3,1.05284473E+3,9.73598267E+2,9.84919189E+2,9.62277405E+2,1.23397925E+3,1.00756104E+3,1.12077014E+3,1.21133740E+3,9.50956421E+2,1.27926294E+3,1.16605371E+3,1.16605383E+3,1.26794202E+3,1.04152380E+3,9.84919250E+2,1.15473291E+3,9.16993774E+2,1.03020288E+3,1.14341199E+3,1.08680737E+3,1.01888196E+3,9.73598267E+2,1.14341199E+3,9.39635620E+2,9.96240112E+2,
739.00,6.38199280E+2,6.83784912E+2,6.49595703E+2,6.60992126E+2,1.07126306E+3,9.11713257E+2,7.86352661E+2,7.29370605E+2,9.23109619E+2,8.31938354E+2,9.68695313E+2,1.07126306E+3,1.08265942E+3,1.09405591E+3,9.57298889E+2,1.04847021E+3,1.07126306E+3,9.23109619E+2,1.18522729E+3,1.17383081E+3,1.39036267E+3,1.24220935E+3,1.29919141E+3,1.04847021E+3,1.17383081E+3,1.03707385E+3,9.23109680E+2,1.24220935E+3,1.00288458E+3,1.10545227E+3,1.03707385E+3,9.80091675E+2,9.80091736E+2,9.00316895E+2,
739.500,9.29385498E+2,8.03172668E+2,6.42538147E+2,6.31064270E+2,8.49068237E+2,7.68750977E+2,8.37594360E+2,8.72016052E+2,7.11381531E+2,9.17911621E+2,8.49068298E+2,1.11296790E+3,9.29385498E+2,8.49068298E+2,1.00970276E+3,1.15886340E+3,9.06437744E+2,1.17033740E+3,1.09002014E+3,1.00970276E+3,1.19328516E+3,1.26212854E+3,1.25065466E+3,1.20475903E+3,1.12444165E+3,9.86755066E+2,1.06707227E+3,1.05559839E+3,1.13591565E+3,9.17911621E+2,1.06707227E+3,7.91698792E+2,9.06437744E+2,8.26120483E+2,
740.00,7.62500122E+2,5.54545532E+2,6.93181946E+2,7.04734985E+2,7.50947144E+2,8.54924438E+2,8.66477478E+2,7.16288025E+2,8.08712341E+2,8.43371399E+2,9.70454712E+2,1.07443201E+3,8.89583496E+2,1.06287891E+3,8.20265320E+2,1.02821997E+3,1.13219714E+3,1.17840942E+3,1.16685632E+3,1.08598511E+3,1.23617456E+3,1.36325781E+3,8.54924438E+2,1.06287903E+3,1.01666693E+3,1.25928052E+3,9.82007813E+2,9.01136536E+2,1.05132605E+3,1.02821997E+3,1.07443201E+3,1.02821997E+3,1.07443213E+3,9.12689575E+2,
